EmpID,Age,AgeGroup,Attrition,EmploymentStatus,BusinessTravel,DailyRate,Department,DistanceFromHome(KM),Education,EducationLevel,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,SalarySlabOrder,HourlyRate,NumCompaniesWorked,Over18,OverTime,OvertimeHoursMonthly,SalaryHike %,PerformanceRating,RelationshipSatisfaction,StandardWorkingHours,StockOptionLevel,TotalExperience(Years),TrainingsLastYear,TrainingHours,WorkLifeBalance,YearsatCompany,YearsinCurrentRole,YearsSincePromotion,YearsWithCurrManager,HireDate,ExitDate,OfficeLocation,WorkMode,EmploymentType,EngagementScore,AbsenceDays,ManagerRating,AnnualBonus,RecruitmentSource,LastPromotionDate,PromotionStatus,ExitReason,SnapshotDate
NX01291,30,26-35,Yes,Exited,Travel_Rarely,3250.0,Product,10,4,Master's,Business,1,11291,3,Female,3,2,UX Designer,1,Married,71500,8-12 LPA,3,406.25,2,Y,No,1,14,4,5,160,0,4,3,31,2,3,3,1,2,2019-08-24,2023-06-30,Hyderabad,Hybrid,Full-time,71,4,4,77000,Recruitment Agency,2022-05-06,Promoted,Higher Studies,2026-05-31
NX01292,42,36-45,No,Active,Non-Travel,11886.36,Engineering,7,3,Bachelor's,Data Science,1,11292,5,Male,3,4,Engineering Manager,4,Married,261500,25+ LPA,6,1485.8,3,Y,No,4,9,3,3,160,2,15,3,25,3,5,2,2,3,2020-12-29,,Gurugram,Hybrid,Full-time,92,10,5,439000,Company Careers Page,2024-05-22,Promoted,,2026-05-31
NX01293,23,18-25,No,Active,Travel_Frequently,2000.0,Sales,8,4,Master's,Business,1,11293,4,Male,4,1,Sales Executive,4,Single,44000,5-8 LPA,2,250.0,0,Y,No,2,15,4,4,160,0,1,2,14,3,0,0,0,0,2026-04-06,,Bengaluru,Hybrid,Full-time,73,1,3,37000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX01294,27,26-35,No,Active,Non-Travel,2500.0,Engineering,16,4,Master's,Engineering,1,11294,3,Male,2,1,Software Engineer,4,Single,55000,5-8 LPA,2,312.5,1,Y,Yes,38,10,2,5,160,0,3,3,19,3,3,2,3,2,2023-05-31,,Gurugram,Hybrid,Full-time,82,8,4,20000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX01295,43,36-45,No,Active,Travel_Rarely,9750.0,Product,5,3,Bachelor's,Business,1,11295,4,Male,4,4,Senior Product Manager,5,Single,214500,25+ LPA,6,1218.75,3,Y,No,20,13,3,4,160,2,20,5,32,4,8,5,1,1,2017-06-18,,Hyderabad,Hybrid,Full-time,73,6,4,360000,Recruitment Agency,2024-10-20,Promoted,,2026-05-31
NX01296,29,26-35,No,Active,Travel_Rarely,2290.91,Engineering,8,3,Bachelor's,Computer Science,1,11296,5,Female,4,1,Software Engineer,3,Single,50400,5-8 LPA,2,286.36,1,Y,No,12,15,3,3,160,0,3,1,17,3,3,1,0,1,2023-05-31,,Bengaluru,Remote,Contract,78,8,3,30000,Recruitment Agency,2025-06-19,Promoted,,2026-05-31
NX01297,30,26-35,No,Active,Travel_Frequently,3477.27,Sales,4,3,Bachelor's,Business,1,11297,3,Female,4,2,Account Manager,2,Married,76500,8-12 LPA,3,434.66,2,Y,No,6,14,3,3,160,0,8,6,43,3,2,2,0,1,2023-10-13,,Bengaluru,Hybrid,Full-time,81,3,2,64000,Employee Referral,2026-03-27,Promoted,,2026-05-31
NX01298,31,26-35,No,Active,Non-Travel,2250.0,Customer Success,3,3,Bachelor's,Commerce,1,11298,4,Female,3,2,Customer Success Executive,3,Single,49500,5-8 LPA,2,281.25,3,Y,No,4,12,4,3,160,1,9,0,7,3,2,1,2,1,2024-02-10,,Pune,Hybrid,Full-time,58,7,3,53000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX01299,45,36-45,No,Active,Travel_Rarely,10590.91,Finance,6,2,Diploma,Business,1,11299,3,Male,4,4,Senior Financial Analyst,3,Single,233000,25+ LPA,6,1323.86,5,Y,Yes,28,12,3,3,160,2,23,5,53,3,3,1,2,1,2022-11-25,,Hyderabad,Remote,Full-time,60,1,2,391000,Company Careers Page,2023-08-07,Promoted,,2026-05-31
NX01300,31,26-35,No,Active,Travel_Rarely,2340.91,Human Resources,16,5,Doctorate,Psychology,1,11300,4,Female,4,2,Talent Acquisition Specialist,4,Married,51500,5-8 LPA,2,292.61,1,Y,No,19,11,3,5,160,1,6,3,30,5,3,1,3,1,2023-03-17,,Gurugram,Remote,Full-time,91,0,3,43000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX01301,28,26-35,Yes,Exited,Travel_Rarely,3364.77,Marketing,7,3,Bachelor's,Communication,1,11301,3,Female,2,2,Content Strategist,3,Divorced,74025,8-12 LPA,3,420.6,2,Y,Yes,30,13,3,4,160,0,7,2,22,4,5,3,4,1,2020-02-06,2025-02-06,Chennai,Hybrid,Contract,56,4,4,62000,Employee Referral,2020-12-10,Promoted,Compensation,2026-05-31
NX01302,35,26-35,No,Active,Travel_Frequently,2318.18,Customer Success,15,3,Bachelor's,Communication,1,11302,2,Male,5,2,Support Specialist,4,Single,51000,5-8 LPA,2,289.77,2,Y,No,12,17,5,4,160,1,10,7,60,3,0,0,0,0,2026-02-24,,Pune,Remote,Full-time,77,11,4,67000,Recruitment Agency,,Not Yet Promoted,,2026-05-31
NX01303,27,26-35,No,Active,Travel_Rarely,1454.55,Customer Success,3,5,Doctorate,Business,1,11303,4,Female,5,1,Customer Success Associate,5,Married,32000,Below 5 LPA,1,181.82,2,Y,No,13,12,3,4,160,0,4,2,28,3,4,1,2,2,2022-05-31,,Jaipur,Hybrid,Full-time,92,3,4,19000,Employee Referral,2024-01-21,Promoted,,2026-05-31
NX01304,27,26-35,No,Active,Travel_Rarely,2045.45,Finance,25,3,Bachelor's,Commerce,1,11304,3,Male,4,1,Accountant,5,Single,45000,5-8 LPA,2,255.68,1,Y,No,8,12,4,5,160,0,4,5,35,3,2,2,1,1,2024-02-17,,Mumbai,Hybrid,Full-time,78,0,4,38000,Employee Referral,2025-03-09,Promoted,,2026-05-31
NX01305,29,26-35,No,Active,Non-Travel,2750.0,Customer Success,5,4,Master's,Business,1,11305,3,Male,3,2,Customer Success Executive,4,Married,60500,5-8 LPA,2,343.75,3,Y,No,2,13,3,4,160,2,5,7,48,4,0,0,0,0,2025-10-20,,Hyderabad,On-site,Full-time,74,4,4,51000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX01306,35,26-35,No,Active,Non-Travel,5204.55,Marketing,12,2,Diploma,Marketing,1,11306,5,Male,3,3,Marketing Manager,3,Single,114500,12-18 LPA,4,650.57,2,Y,No,3,13,3,3,160,2,13,0,5,3,3,1,2,1,2022-07-28,,Chennai,Hybrid,Full-time,85,4,4,137000,LinkedIn,2024-01-09,Promoted,,2026-05-31
NX01307,25,18-25,Yes,Exited,Travel_Rarely,1659.09,Engineering,10,4,Master's,Data Science,1,11307,4,Female,4,1,Software Engineer,5,Married,36500,Below 5 LPA,1,207.39,1,Y,Yes,26,13,3,4,160,1,4,2,19,2,4,2,3,1,2020-10-07,2024-10-07,Bengaluru,Hybrid,Full-time,77,2,4,22000,LinkedIn,2020-12-03,Promoted,Better Opportunity,2026-05-31
NX01308,48,46-55,No,Active,Non-Travel,8954.55,Operations,6,2,Diploma,Business,1,11308,4,Male,4,4,Operations Manager,2,Single,197000,18-25 LPA,5,1119.32,4,Y,Yes,19,15,4,3,160,3,21,1,8,3,2,1,1,1,2023-12-12,,Bengaluru,Hybrid,Full-time,68,16,3,378000,Company Careers Page,2025-02-06,Promoted,,2026-05-31
NX01309,33,26-35,No,Active,Non-Travel,3181.82,Operations,3,4,Master's,Commerce,1,11309,4,Female,3,2,Supply Chain Analyst,4,Single,70000,8-12 LPA,3,397.73,2,Y,No,0,10,4,4,160,0,11,1,13,4,5,2,1,3,2021-04-21,,Bengaluru,On-site,Full-time,75,6,3,76000,Company Careers Page,2025-01-12,Promoted,,2026-05-31
NX01310,36,36-45,No,Active,Travel_Rarely,6300.0,Engineering,7,4,Master's,Engineering,1,11310,4,Male,4,3,Data Engineer,3,Married,138600,12-18 LPA,4,787.5,4,Y,No,0,15,4,3,160,0,11,6,46,3,4,2,1,2,2022-03-13,,Hyderabad,Remote,Contract,85,1,4,200000,Employee Referral,2025-02-12,Promoted,,2026-05-31
NX01311,35,26-35,No,Active,Travel_Rarely,6204.55,Engineering,4,3,Bachelor's,Engineering,1,11311,5,Male,4,3,Data Engineer,3,Married,136500,12-18 LPA,4,775.57,6,Y,Yes,25,11,3,3,160,1,11,4,25,3,2,0,1,2,2023-07-08,,Bengaluru,Remote,Full-time,93,2,5,164000,Company Careers Page,2025-01-04,Promoted,,2026-05-31
NX01312,23,18-25,No,Active,Travel_Rarely,1659.09,Marketing,7,4,Master's,Other,1,11312,3,Male,3,1,Marketing Executive,5,Married,36500,Below 5 LPA,1,207.39,2,Y,No,0,14,4,3,160,0,2,3,35,3,0,0,0,0,2025-06-04,,Mumbai,Hybrid,Full-time,87,0,4,31000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX01313,33,26-35,No,Active,Travel_Frequently,2136.36,Customer Success,2,3,Bachelor's,Other,1,11313,3,Female,5,2,Support Specialist,5,Single,47000,5-8 LPA,2,267.05,2,Y,No,8,12,3,3,160,1,9,6,43,3,4,2,2,1,2022-02-15,,Pune,Hybrid,Full-time,80,2,4,39000,LinkedIn,2023-11-29,Promoted,,2026-05-31
NX01314,27,26-35,No,Active,Travel_Rarely,3659.09,Engineering,10,3,Bachelor's,Engineering,1,11314,3,Female,4,2,Software Engineer,2,Single,80500,8-12 LPA,3,457.39,1,Y,No,13,11,2,3,160,0,4,5,42,5,1,1,1,1,2025-01-06,,Bengaluru,Hybrid,Full-time,67,2,3,48000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX01315,24,18-25,No,Active,Non-Travel,1500.0,Operations,10,2,Diploma,Business,1,11315,4,Male,4,1,Operations Executive,4,Single,33000,Below 5 LPA,1,187.5,0,Y,No,10,11,4,5,160,1,2,5,42,2,1,1,0,1,2024-05-31,,Bengaluru,Remote,Full-time,82,3,3,28000,Employee Referral,2025-07-31,Promoted,,2026-05-31
NX01316,25,18-25,No,Active,Travel_Frequently,1772.73,Engineering,4,3,Bachelor's,Computer Science,1,11316,3,Female,3,1,Software Engineer,4,Single,39000,Below 5 LPA,1,221.59,2,Y,No,12,15,4,4,160,0,4,6,58,5,3,2,3,1,2022-06-22,,Bengaluru,Remote,Full-time,80,15,4,33000,Employee Referral,2023-02-21,Promoted,,2026-05-31
NX01317,28,26-35,No,Active,Non-Travel,2529.55,Customer Success,7,3,Bachelor's,Other,1,11317,2,Female,4,2,Customer Success Executive,5,Single,55650,5-8 LPA,2,316.19,3,Y,No,32,15,3,3,160,0,5,1,13,3,1,0,1,1,2024-09-15,,Hyderabad,On-site,Contract,66,1,4,47000,Job Portal,2025-03-11,Promoted,,2026-05-31
NX01318,25,18-25,No,Active,Non-Travel,2045.45,Finance,3,3,Bachelor's,Other,1,11318,3,Male,4,1,Accountant,4,Single,45000,5-8 LPA,2,255.68,2,Y,Yes,21,10,2,4,160,1,3,0,2,3,3,2,0,1,2023-05-31,,Hyderabad,Hybrid,Full-time,78,2,3,16000,Company Careers Page,2025-12-15,Promoted,,2026-05-31
NX01319,29,26-35,No,Active,Travel_Frequently,3954.55,Sales,18,2,Diploma,Business,1,11319,4,Female,4,2,Account Manager,4,Single,87000,8-12 LPA,3,494.32,1,Y,No,0,11,3,2,160,0,2,3,31,4,0,0,0,0,2025-08-24,,Jaipur,Hybrid,Full-time,82,9,4,73000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX01320,23,18-25,Yes,Exited,Non-Travel,1977.27,Engineering,13,1,High School,Computer Science,1,11320,3,Male,4,1,QA Engineer,4,Single,43500,5-8 LPA,2,247.16,1,Y,No,12,13,4,3,160,0,2,3,20,4,0,0,0,0,2023-01-17,2023-08-20,Jaipur,Hybrid,Full-time,82,2,4,37000,LinkedIn,,Not Yet Promoted,Compensation,2026-05-31
NX01321,30,26-35,No,Active,Travel_Frequently,4318.18,Sales,7,5,Doctorate,Commerce,1,11321,4,Male,4,2,Account Manager,4,Married,95000,8-12 LPA,3,539.77,4,Y,No,0,12,4,4,160,0,5,4,29,4,1,0,1,1,2024-10-22,,Mumbai,On-site,Full-time,89,0,3,103000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX01322,47,46-55,No,Active,Non-Travel,11717.05,Engineering,5,2,Diploma,Engineering,1,11322,3,Female,3,4,Data Engineer,3,Married,257775,25+ LPA,6,1464.63,4,Y,Yes,25,11,3,3,160,0,26,5,47,4,11,2,3,2,2015-04-25,,Pune,On-site,Contract,68,10,4,433000,Job Portal,2022-11-24,Promoted,,2026-05-31
NX01323,29,26-35,No,Active,Non-Travel,2720.45,Human Resources,15,3,Bachelor's,Psychology,1,11323,2,Male,5,2,Talent Acquisition Specialist,4,Married,59850,5-8 LPA,2,340.06,1,Y,No,10,11,4,4,160,0,7,2,16,4,3,2,3,1,2022-07-10,,Mumbai,Remote,Contract,80,2,3,65000,Job Portal,2022-10-16,Promoted,,2026-05-31
NX01324,31,26-35,No,Active,Non-Travel,2409.09,Human Resources,4,5,Doctorate,Other,1,11324,5,Male,4,2,Talent Acquisition Specialist,5,Married,53000,5-8 LPA,2,301.14,4,Y,No,17,14,4,3,160,2,4,3,35,5,3,1,2,3,2022-10-20,,Hyderabad,Hybrid,Full-time,90,6,3,57000,LinkedIn,2023-12-06,Promoted,,2026-05-31
NX01325,23,18-25,No,Active,Non-Travel,2136.36,Finance,16,4,Master's,Finance,1,11325,2,Female,3,1,Accountant,2,Single,47000,5-8 LPA,2,267.05,1,Y,No,17,11,3,4,160,1,1,1,12,2,0,0,0,0,2025-05-31,,Chennai,Remote,Full-time,51,5,2,28000,Campus Hiring,,Not Yet Promoted,,2026-05-31
NX01326,34,26-35,No,Active,Travel_Rarely,3204.55,Sales,36,3,Bachelor's,Marketing,1,11326,3,Male,4,2,Sales Executive,3,Married,70500,8-12 LPA,3,400.57,4,Y,No,3,12,4,2,160,0,6,3,33,4,5,1,2,0,2021-05-24,,Mumbai,Hybrid,Full-time,93,1,5,76000,Recruitment Agency,2024-05-06,Promoted,,2026-05-31
NX01327,26,26-35,No,Active,Travel_Rarely,2500.0,Engineering,9,5,Doctorate,Engineering,1,11327,1,Male,3,1,Software Engineer,3,Married,55000,5-8 LPA,2,312.5,1,Y,Yes,21,14,4,3,160,0,3,4,42,2,3,0,3,0,2023-05-31,,Mumbai,Hybrid,Full-time,59,6,3,46000,Company Careers Page,,Not Yet Promoted,,2026-05-31
NX01328,29,26-35,No,Active,Travel_Rarely,2522.73,Customer Success,3,3,Bachelor's,Business,1,11328,3,Female,4,2,Support Specialist,3,Married,55500,5-8 LPA,2,315.34,1,Y,No,1,14,4,3,160,1,5,0,7,5,2,0,2,0,2023-11-18,,Gurugram,Hybrid,Full-time,78,16,3,60000,Job Portal,,Not Yet Promoted,,2026-05-31
NX01329,29,26-35,No,Active,Travel_Rarely,1598.86,Customer Success,9,5,Doctorate,Business,1,11329,3,Male,4,1,Support Specialist,2,Married,35175,Below 5 LPA,1,199.86,0,Y,Yes,32,15,4,3,160,0,1,5,56,1,0,0,0,0,2025-05-31,,Pune,On-site,Contract,57,6,3,30000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX01330,37,36-45,No,Active,Travel_Rarely,4022.73,Human Resources,3,2,Diploma,Human Resources,1,11330,2,Male,4,3,Learning & Development Specialist,5,Married,88500,8-12 LPA,3,502.84,3,Y,No,3,12,3,3,160,2,12,2,12,3,2,1,2,1,2024-05-15,,Bengaluru,Remote,Full-time,79,8,4,106000,Campus Hiring,,Not Yet Promoted,,2026-05-31
NX01331,54,46-55,No,Active,Travel_Rarely,18446.59,Engineering,9,3,Bachelor's,Computer Science,1,11331,5,Male,5,5,Engineering Manager,4,Single,405825,25+ LPA,6,2305.82,3,Y,No,0,14,4,3,160,0,22,4,33,3,6,4,4,4,2020-05-27,,Bengaluru,Hybrid,Contract,93,8,5,974000,Company Careers Page,2021-10-30,Promoted,,2026-05-31
NX01332,31,26-35,No,Active,Travel_Frequently,3886.36,Sales,5,4,Master's,Other,1,11332,3,Male,2,2,Account Manager,4,Single,85500,8-12 LPA,3,485.8,2,Y,Yes,22,12,4,3,160,1,10,1,13,2,2,1,2,1,2023-12-23,,Jaipur,Remote,Full-time,63,10,4,92000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX01333,31,26-35,No,Active,Travel_Rarely,3317.05,Customer Success,6,3,Bachelor's,Commerce,1,11333,4,Female,3,2,Customer Success Executive,4,Married,72975,8-12 LPA,3,414.63,1,Y,Yes,26,13,3,3,160,0,4,5,38,3,4,1,3,0,2022-05-31,,Hyderabad,On-site,Contract,81,4,4,61000,Employee Referral,2023-05-16,Promoted,,2026-05-31
NX01334,28,26-35,No,Active,Non-Travel,1590.91,Human Resources,1,4,Master's,Human Resources,1,11334,4,Non-binary,3,1,HR Executive,3,Single,35000,Below 5 LPA,1,198.86,1,Y,Yes,43,15,4,3,160,0,1,7,61,2,0,0,0,0,2025-07-29,,Hyderabad,Hybrid,Full-time,64,8,5,29000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX01335,22,18-25,No,Active,Travel_Rarely,1272.73,Product,12,4,Master's,Business,1,11335,3,Male,3,1,Product Manager,3,Married,28000,Below 5 LPA,1,159.09,2,Y,No,0,15,4,3,160,0,0,6,50,3,0,0,0,0,2025-10-16,,Chennai,On-site,Intern,82,12,2,24000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX01336,27,26-35,No,Active,Travel_Rarely,3522.73,Customer Success,12,3,Bachelor's,Commerce,1,11336,5,Male,2,2,Customer Success Associate,3,Single,77500,8-12 LPA,3,440.34,6,Y,No,0,11,4,3,160,0,5,0,5,4,4,0,2,3,2021-05-31,,Bengaluru,Hybrid,Full-time,72,14,4,84000,Employee Referral,2023-08-06,Promoted,,2026-05-31
NX01337,48,46-55,Yes,Exited,Travel_Rarely,10818.18,Sales,5,3,Bachelor's,Marketing,1,11337,5,Male,3,5,Sales Manager,3,Married,238000,25+ LPA,6,1352.27,4,Y,Yes,25,16,4,4,160,2,27,5,52,3,2,1,1,0,2023-01-13,2025-07-07,Hyderabad,Hybrid,Full-time,67,5,4,571000,Company Careers Page,2024-04-26,Promoted,Personal Reasons,2026-05-31
NX01338,44,36-45,No,Active,Non-Travel,7250.0,Operations,4,3,Bachelor's,Business,1,11338,4,Male,4,4,Operations Manager,4,Married,159500,18-25 LPA,5,906.25,3,Y,No,20,16,4,3,160,2,18,3,20,3,2,2,2,1,2024-02-23,,Gurugram,Hybrid,Full-time,78,5,5,306000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX01339,34,26-35,No,Active,Travel_Frequently,4045.45,Customer Success,5,3,Bachelor's,Commerce,1,11339,4,Male,3,3,Customer Success Executive,4,Married,89000,8-12 LPA,3,505.68,3,Y,No,16,14,3,5,160,1,12,0,8,4,3,2,2,1,2023-01-24,,Pune,On-site,Full-time,91,17,4,107000,LinkedIn,2023-07-08,Promoted,,2026-05-31
NX01340,38,36-45,No,Active,Travel_Frequently,5545.45,Engineering,13,4,Master's,Computer Science,1,11340,4,Female,3,3,Senior Software Engineer,2,Single,122000,12-18 LPA,4,693.18,2,Y,No,0,16,4,3,160,1,9,3,24,2,4,3,3,2,2022-02-21,,Bengaluru,Hybrid,Full-time,74,16,3,176000,Job Portal,2023-04-27,Promoted,,2026-05-31
NX01341,25,18-25,Yes,Exited,Non-Travel,2076.14,Product,17,4,Master's,Computer Science,1,11341,3,Male,4,1,Product Analyst,3,Single,45675,5-8 LPA,2,259.52,3,Y,Yes,14,12,3,4,160,0,3,5,37,4,1,0,1,1,2022-11-29,2024-05-05,Gurugram,Remote,Contract,65,3,3,27000,Company Careers Page,,Not Yet Promoted,Better Opportunity,2026-05-31
NX01342,29,26-35,No,Active,Non-Travel,2727.27,Marketing,22,2,Diploma,Communication,1,11342,5,Female,3,2,Digital Marketing Specialist,5,Married,60000,5-8 LPA,2,340.91,4,Y,Yes,18,6,2,3,160,2,6,1,13,2,3,0,3,2,2023-01-03,,Pune,Hybrid,Full-time,77,3,3,36000,Company Careers Page,,Not Yet Promoted,,2026-05-31
NX01343,31,26-35,No,Active,Non-Travel,4022.73,Finance,18,2,Diploma,Commerce,1,11343,3,Male,3,2,Financial Analyst,3,Single,88500,8-12 LPA,3,502.84,3,Y,Yes,33,14,4,3,160,2,6,3,22,3,2,1,0,2,2023-12-06,,Hyderabad,On-site,Full-time,56,8,3,96000,Campus Hiring,2025-10-07,Promoted,,2026-05-31
NX01344,31,26-35,No,Active,Travel_Rarely,3977.27,Finance,17,3,Bachelor's,Commerce,1,11344,3,Female,4,2,Financial Analyst,2,Single,87500,8-12 LPA,3,497.16,1,Y,Yes,41,13,3,4,160,0,10,3,34,3,4,1,2,1,2022-05-26,,Pune,Hybrid,Full-time,54,7,4,74000,Company Careers Page,2023-07-01,Promoted,,2026-05-31
NX01345,29,26-35,No,Active,Non-Travel,4590.91,Engineering,6,3,Bachelor's,Other,1,11345,4,Female,3,2,DevOps Engineer,5,Single,101000,12-18 LPA,4,573.86,2,Y,No,5,13,3,3,160,2,8,3,22,3,6,1,0,2,2020-05-12,,Hyderabad,Hybrid,Full-time,85,2,3,85000,Campus Hiring,2025-06-03,Promoted,,2026-05-31
NX01346,28,26-35,No,Active,Travel_Rarely,1409.09,Customer Success,8,3,Bachelor's,Communication,1,11346,4,Male,3,1,Customer Success Associate,3,Single,31000,Below 5 LPA,1,176.14,1,Y,No,15,19,5,2,160,0,2,4,25,3,1,1,0,1,2024-05-31,,Mumbai,Hybrid,Full-time,75,3,3,33000,Company Careers Page,2025-08-25,Promoted,,2026-05-31
NX01347,47,46-55,No,Active,Travel_Rarely,7772.73,Marketing,1,3,Bachelor's,Marketing,1,11347,2,Female,3,4,Marketing Manager,4,Single,171000,18-25 LPA,5,971.59,7,Y,No,0,15,3,2,160,3,24,3,28,4,2,1,1,1,2024-03-20,,Hyderabad,Hybrid,Full-time,66,2,3,287000,Campus Hiring,2024-09-22,Promoted,,2026-05-31
NX01348,22,18-25,Yes,Exited,Non-Travel,1136.36,Engineering,22,2,Diploma,Computer Science,1,11348,2,Male,3,1,Engineering Manager,3,Single,25000,Below 5 LPA,1,142.05,0,Y,Yes,19,11,3,4,160,0,1,2,23,3,0,0,0,0,2023-09-19,2024-09-18,Jaipur,On-site,Intern,68,12,4,15000,Campus Hiring,,Not Yet Promoted,Compensation,2026-05-31
NX01349,37,36-45,No,Active,Travel_Rarely,5068.18,Human Resources,2,3,Bachelor's,Psychology,1,11349,3,Female,3,3,HR Manager,3,Married,111500,12-18 LPA,4,633.52,2,Y,No,3,11,3,3,160,0,15,4,31,3,7,4,1,3,2019-03-24,,Pune,Remote,Full-time,64,2,4,134000,Employee Referral,2025-05-12,Promoted,,2026-05-31
NX01350,31,26-35,No,Active,Non-Travel,4068.18,Product,13,4,Master's,Other,1,11350,4,Female,5,2,Product Analyst,3,Single,89500,8-12 LPA,3,508.52,5,Y,Yes,27,14,3,3,160,0,10,2,18,3,8,0,2,1,2018-01-22,,Gurugram,Remote,Full-time,69,3,3,75000,Company Careers Page,2024-04-19,Promoted,,2026-05-31
NX01351,30,26-35,No,Active,Travel_Rarely,2750.0,Sales,6,5,Doctorate,Business,1,11351,4,Male,3,2,Account Manager,4,Single,60500,5-8 LPA,2,343.75,6,Y,No,10,14,3,3,160,1,6,2,19,2,2,0,2,1,2024-03-05,,Pune,Hybrid,Full-time,85,6,3,51000,Recruitment Agency,,Not Yet Promoted,,2026-05-31
NX01352,27,26-35,No,Active,Travel_Rarely,2409.09,Engineering,8,4,Master's,Engineering,1,11352,1,Female,3,1,Software Engineer,5,Married,53000,5-8 LPA,2,301.14,1,Y,No,11,15,4,4,160,1,3,5,57,3,3,1,3,2,2023-05-31,,Jaipur,Hybrid,Full-time,80,1,3,45000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX01353,30,26-35,No,Active,Non-Travel,2977.27,Customer Success,1,4,Master's,Commerce,1,11353,4,Male,4,2,Customer Success Executive,3,Married,65500,5-8 LPA,2,372.16,2,Y,No,1,12,3,4,160,0,8,2,20,3,3,2,2,3,2023-02-07,,Gurugram,Hybrid,Full-time,81,2,5,55000,Employee Referral,2023-07-31,Promoted,,2026-05-31
NX01354,35,26-35,No,Active,Travel_Rarely,9020.45,Engineering,9,4,Master's,Other,1,11354,4,Male,2,4,Data Engineer,4,Married,198450,18-25 LPA,5,1127.56,3,Y,No,9,11,3,3,160,0,15,5,42,5,7,4,4,2,2018-06-29,,Gurugram,Hybrid,Contract,77,4,3,333000,LinkedIn,2022-03-24,Promoted,,2026-05-31
NX01355,28,26-35,No,Active,Travel_Rarely,2545.45,Customer Success,12,4,Master's,Other,1,11355,3,Male,4,2,Support Specialist,5,Married,56000,5-8 LPA,2,318.18,3,Y,No,12,11,4,2,160,1,4,2,17,3,1,1,0,1,2024-12-05,,Mumbai,On-site,Full-time,64,5,4,60000,Employee Referral,2025-06-08,Promoted,,2026-05-31
NX01356,23,18-25,Yes,Exited,Non-Travel,1727.27,Customer Success,10,4,Master's,Business,1,11356,3,Female,4,1,Customer Success Associate,3,Single,38000,Below 5 LPA,1,215.91,2,Y,No,0,14,4,4,160,1,1,1,8,2,0,0,0,0,2023-04-21,2024-04-20,Pune,Hybrid,Full-time,69,5,3,32000,Employee Referral,,Not Yet Promoted,Work-Life Balance,2026-05-31
NX01357,33,26-35,Yes,Exited,Travel_Rarely,3659.09,Engineering,6,3,Bachelor's,Computer Science,1,11357,2,Female,3,2,Data Engineer,2,Married,80500,8-12 LPA,3,457.39,2,Y,Yes,21,14,4,2,160,2,5,2,24,4,4,3,0,4,2020-02-09,2025-02-08,Gurugram,Hybrid,Full-time,55,3,2,87000,Campus Hiring,2024-06-21,Promoted,Compensation,2026-05-31
NX01358,28,26-35,No,Active,Non-Travel,1977.27,Engineering,8,3,Bachelor's,Computer Science,1,11358,4,Male,4,1,QA Engineer,4,Single,43500,5-8 LPA,2,247.16,3,Y,Yes,24,16,4,4,160,1,5,3,33,5,4,2,4,2,2021-05-31,,Gurugram,Hybrid,Full-time,98,17,4,37000,Job Portal,,Not Yet Promoted,,2026-05-31
NX01359,30,26-35,Yes,Exited,Non-Travel,5409.09,Product,2,4,Master's,Engineering,1,11359,4,Non-binary,3,3,Product Manager,3,Married,119000,12-18 LPA,4,676.14,4,Y,No,3,14,4,4,160,2,8,3,26,3,2,1,1,2,2021-11-30,2024-02-14,Mumbai,Hybrid,Full-time,84,5,5,171000,Campus Hiring,2022-07-22,Promoted,Manager / Team,2026-05-31
NX01360,40,36-45,No,Active,Travel_Rarely,4939.77,Finance,2,3,Bachelor's,Finance,1,11360,5,Male,3,3,Financial Analyst,3,Married,108675,12-18 LPA,4,617.47,5,Y,No,6,13,3,5,160,0,13,3,32,4,1,0,1,1,2025-03-13,,Mumbai,On-site,Contract,84,2,5,130000,Campus Hiring,,Not Yet Promoted,,2026-05-31
NX01361,32,26-35,No,Active,Non-Travel,6681.82,Engineering,7,2,Diploma,Engineering,1,11361,4,Male,4,3,DevOps Engineer,3,Married,147000,12-18 LPA,4,835.23,2,Y,Yes,24,13,4,3,160,2,10,3,35,4,0,0,0,0,2025-06-07,,Bengaluru,Hybrid,Full-time,65,5,4,212000,Company Careers Page,,Not Yet Promoted,,2026-05-31
